Initial Perceptron Parameter's Error Rate: 50.0% -> [17.008437309084, 208.88779723500056, -261.07086504651943]

    1-th training, ErrorRate: 50.0% -> [16.008437309084, 140.88779723500056, -278.4708650465194]
 3978-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3979-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3980-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3981-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3982-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3983-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3984-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3985-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3986-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3987-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3988-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3989-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3990-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3991-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3992-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3993-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3994-th training, ErrorRate: 40.0% -> [-2.9915626909159982, 201.18779723500086, -701.4708650465182]
 3995-th training, ErrorRate: 40.0% -> [-2.9915626909159982, 201.18779723500086, -701.4708650465182]
 3996-th training, ErrorRate: 40.0% -> [-2.9915626909159982, 201.18779723500086, -701.4708650465182]
 3997-th training, ErrorRate: 40.0% -> [-2.9915626909159982, 201.18779723500086, -701.4708650465182]
 3998-th training, ErrorRate: 40.0% -> [-2.9915626909159982, 201.18779723500086, -701.4708650465182]
 3999-th training, ErrorRate: 40.0% -> [-2.9915626909159982, 201.18779723500086, -701.4708650465182]
 4000-th training, ErrorRate: 40.0% -> [-2.9915626909159982, 201.18779723500086, -701.4708650465182]
 4001-th training, ErrorRate: 17.0% -> [-3.9915626909159982, 133.18779723500086, -718.8708650465181]
 4002-th training, ErrorRate: 17.0% -> [-3.9915626909159982, 133.18779723500086, -718.8708650465181]
 4003-th training, ErrorRate: 17.0% -> [-3.9915626909159982, 133.18779723500086, -718.8708650465181]
 4004-th training, ErrorRate: 17.0% -> [-3.9915626909159982, 133.18779723500086, -718.8708650465181]
 4005-th training, ErrorRate: 17.0% -> [-3.9915626909159982, 133.18779723500086, -718.8708650465181]
 4006-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4007-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4008-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4009-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4010-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4011-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4012-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4013-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4014-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4015-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4016-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4017-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4018-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4019-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4020-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4021-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4022-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4023-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4024-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4025-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4026-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4027-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4028-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4029-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4030-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4031-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4032-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4033-th training, ErrorRate: 29.0% -> [-4.991562690915998, 53.08779723500086, -727.3708650465181]
 4034-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4035-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4036-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4037-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4038-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4039-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4040-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4041-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4042-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4043-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4044-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4045-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4046-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4047-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4048-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4049-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4050-th training, ErrorRate: 50.0% -> [-5.991562690915998, -16.712202764999134, -730.8708650465181]
 4051-th training, ErrorRate: 15.0% -> [-4.991562690915998, 90.78779723500087, -725.1708650465181]
 4052-th training, ErrorRate: 15.0% -> [-4.991562690915998, 90.78779723500087, -725.1708650465181]
 4053-th training, ErrorRate: 15.0% -> [-4.991562690915998, 90.78779723500087, -725.1708650465181]
 4054-th training, ErrorRate: 15.0% -> [-4.991562690915998, 90.78779723500087, -725.1708650465181]
 4055-th training, ErrorRate: 15.0% -> [-4.991562690915998, 90.78779723500087, -725.1708650465181]
 4056-th training, ErrorRate: 15.0% -> [-4.991562690915998, 90.78779723500087, -725.1708650465181]
 4057-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4058-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4059-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4060-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4061-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4062-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4063-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4064-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4065-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4066-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4067-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4068-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4069-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4070-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4071-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4072-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4073-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4074-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4075-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4076-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4077-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4078-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4079-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4080-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4081-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4082-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4083-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4084-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4085-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4086-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4087-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4088-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4089-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4090-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4091-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4092-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4093-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4094-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4095-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4096-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4097-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4098-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4099-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4100-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4101-th training, ErrorRate: 28.0% -> [-3.9915626909159982, 178.88779723500085, -712.1708650465181]
 4102-th training, ErrorRate: 15.0% -> [-4.991562690915998, 114.08779723500085, -724.3708650465181]
 4103-th training, ErrorRate: 15.0% -> [-4.991562690915998, 114.08779723500085, -724.3708650465181]
 4104-th training, ErrorRate: 15.0% -> [-4.991562690915998, 114.08779723500085, -724.3708650465181]
 4105-th training, ErrorRate: 15.0% -> [-4.991562690915998, 114.08779723500085, -724.3708650465181]
 4106-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4107-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4108-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4109-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4110-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4111-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4112-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4113-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4114-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4115-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4116-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4117-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4118-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4119-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4120-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4121-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4122-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4123-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4124-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4125-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4126-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4127-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4128-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4129-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4130-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4131-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4132-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4133-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4134-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4135-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4136-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4137-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4138-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4139-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4140-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4141-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4142-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4143-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4144-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4145-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4146-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4147-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4148-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4149-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4150-th training, ErrorRate: 43.0% -> [-5.991562690915998, 33.987797235000855, -732.8708650465181]
 4151-th training, ErrorRate: 19.0% -> [-4.991562690915998, 141.48779723500087, -727.1708650465181]
 4152-th training, ErrorRate: 19.0% -> [-4.991562690915998, 141.48779723500087, -727.1708650465181]
